Eval num episodes,Eval avg final dist,Eval success ratio,Eval mean final l2 dist,Eval median final l2 dist,policy loss,timesteps,epoch time (s),total time (s)
50,0.0,1.0,0.0,0.0,0,0,19.236878633499146,19.23688578605652
