Eval num episodes,Eval avg final dist,Eval success ratio,Eval mean final l2 dist,Eval median final l2 dist,policy loss,timesteps,epoch time (s),total time (s)
50,402.49224853515625,0.0,402.49222,402.49225,0,0,19.053961992263794,19.053966760635376
